model_name,f1,accuracy,precision,recall,true_positives,false_positives,true_negatives,false_negatives,timestamp
logistic-regression_lowercase_lemmatize_remove_stop_words_remove_dots_remove_duplicates,0.1354386843840545,0.851063829787234,0.016705756591759442,0.11219512195121954,4.6,12.6,275.4,36.4,2024-05-13 16:20:00.556754

logistic-regression_remove_duplicates_lowercase,0.09388433187327203,0.8559270516717324,0.010943135841691343,0.07317073170731708,3.0,9.4,278.6,38.0,2024-05-13 16:20:01.125344

logistic-regression_remove_duplicates_lemmatize_remove_stop_words,0.11672196278820646,0.8404255319148938,0.018345754743023846,0.10731707317073169,4.4,15.9,272.1,36.6,2024-05-13 16:20:01.257953

logistic-regression_remove_duplicates_lowercase_remove_stop_words_remove_dots,0.07712580237248168,0.8632218844984803,0.007455084515286078,0.051219512195121955,2.1,6.1,281.9,38.9,2024-05-13 16:20:01.722143

logistic-regression_lemmatize_lowercase_remove_stop_words_remove_dots_remove_duplicates,0.0558527583909868,0.8671732522796353,0.004955791887045518,0.03414634146341464,1.4,4.1,283.9,39.6,2024-05-13 16:20:02.725948

logistic-regression_remove_dots_lowercase_remove_duplicates_remove_stop_words,0.07930220757438991,0.862917933130699,0.008591309619388128,0.058536585365853655,2.4,6.5,281.5,38.6,2024-05-13 16:20:02.914506

logistic-regression_remove_duplicates_remove_stop_words_lemmatize_remove_dots_lowercase,0.11826204087751617,0.8586626139817628,0.014835878317595082,0.1,4.1,9.6,278.4,36.9,2024-05-13 16:20:03.413826

logistic-regression_remove_stop_words_lowercase,0.14260349636592487,0.8465045592705168,0.025755336643676408,0.15365853658536585,6.3,15.8,272.2,34.7,2024-05-13 16:20:03.004093

logistic-regression_lemmatize_remove_stop_words_remove_duplicates_lowercase_remove_dots,0.07196976346745933,0.8677811550151976,0.0063457957582421735,0.04390243902439024,1.8,4.3,283.7,39.2,2024-05-13 16:20:02.984784

logistic-regression_remove_dots_lowercase_remove_duplicates,0.13245284463650844,0.8173252279635259,0.035951815866360856,0.1585365853658537,6.5,25.6,262.4,34.5,2024-05-13 16:20:04.064741

logistic-regression_remove_duplicates_lowercase_lemmatize_remove_dots,0.08813029564763072,0.8571428571428571,0.014684804833166878,0.09268292682926829,3.8,9.8,278.2,37.2,2024-05-13 16:20:04.113361

logistic-regression_remove_stop_words_remove_duplicates_lemmatize_lowercase,0.05697125331310919,0.8671732522796353,0.0049339805369769925,0.03414634146341463,1.4,4.1,283.9,39.6,2024-05-13 16:20:03.788444

logistic-regression_remove_dots_remove_duplicates_remove_stop_words_lemmatize_lowercase,0.06083428519983249,0.8486322188449847,0.006675197011004083,0.04390243902439024,1.8,10.6,277.4,39.2,2024-05-13 16:20:04.737264

logistic-regression_remove_duplicates_remove_stop_words_lowercase_lemmatize_remove_dots,0.04249044944875712,0.8708206686930092,0.0035130154305136655,0.024390243902439025,1.0,2.5,285.5,40.0,2024-05-13 16:20:04.195333

logistic-regression_remove_dots_remove_duplicates_remove_stop_words,0.08746166953342825,0.8626139817629179,0.008512584308289254,0.058536585365853655,2.4,6.6,281.4,38.6,2024-05-13 16:20:04.922510

logistic-regression_lowercase,0.14274323462505079,0.8398176291793312,0.02387539493798676,0.14634146341463414,6.0,17.7,270.3,35.0,2024-05-13 16:20:05.459584

logistic-regression_remove_duplicates_lemmatize_remove_dots_remove_stop_words_lowercase,0.0646989886953837,0.8623100303951368,0.005670493742238889,0.03902439024390244,1.6,5.9,282.1,39.4,2024-05-13 16:20:05.158734

logistic-regression_remove_dots_remove_duplicates_lemmatize,0.12887312678084745,0.8355623100303952,0.01883860909592052,0.12195121951219512,5.0,18.1,269.9,36.0,2024-05-13 16:20:05.624024

logistic-regression_remove_stop_words_remove_duplicates,0.11491865320652048,0.8364741641337385,0.026518464797460183,0.14390243902439023,5.9,18.7,269.3,35.1,2024-05-13 16:20:05.282073

logistic-regression_remove_duplicates_lemmatize_lowercase_remove_stop_words_remove_dots,0.146965181379374,0.8069908814589667,0.037984561063034626,0.1731707317073171,7.1,29.6,258.4,33.9,2024-05-13 16:20:06.252826

